protein_A_id	protein_B_id	type	context	references
uniprotkb:P03372	reactome:R-HSA-8939903	physical association	reactome:R-HSA-8939904	23403054
uniprotkb:O43155	uniprotkb:P11362	physical association	reactome:R-HSA-5656064	16872596|20421966|14688794
uniprotkb:Q9GZV9	uniprotkb:Q8WU20	physical association	reactome:R-HSA-5654569	9660748|18373495|10629055
uniprotkb:Q9GZV9	uniprotkb:O43559	physical association	reactome:R-HSA-5654571	9660748|10629055|19187780|15094036
uniprotkb:Q9GZV9	uniprotkb:P19174	physical association	reactome:R-HSA-5654167	10652257|16844695
uniprotkb:P29353	ChEBI:28815	physical association	reactome:R-HSA-5654573	9480847|7559490|9045692|18840094
ChEBI:57836	uniprotkb:P11362	physical association	reactome:R-HSA-1839094	11689702|18337450|16091734|10918587|17698633|19749790|18412956|10652257|15050920|19147536|16844695
uniprotkb:P11362	ChEBI:30616	physical association	reactome:R-HSA-1839098	10579907
uniprotkb:P11362	uniprotkb:Q8WU20	physical association	reactome:R-HSA-5655269	18373495|19103595|19381019|18552176|21160078|20709759|21666749
uniprotkb:P11362	ChEBI:30616	physical association	reactome:R-HSA-5655278	17505008|9857065|18373495|19381019|21711248|20094046|20709759|21666749
uniprotkb:P11362	uniprotkb:P62993	physical association	reactome:R-HSA-5655266	9857065|10918587|21711248|21160078|21666749
uniprotkb:P62993	uniprotkb:P11362	physical association	reactome:R-HSA-5655240	11689702|17505008|18757403|11739186|15448205|14534538|19809159|18381441|21160078|21666749
uniprotkb:P42336	uniprotkb:O94905	physical association	reactome:R-HSA-5655263	11689702|17505008|18757403|11739186|15448205|14534538|21711248
uniprotkb:P11362	uniprotkb:P01111	enzymatic reaction	reactome:R-HSA-5655326	18757403|9857065|19946327|19103595|20179196|21711248|18381441|11429702|21160078|11157491|21666749
ChEBI:37565	uniprotkb:P01111	physical association	reactome:R-HSA-5655326	18757403|9857065|19946327|19103595|20179196|21711248|18381441|11429702|21160078|11157491|21666749
uniprotkb:P11362	ChEBI:30616	physical association	reactome:R-HSA-5654575	9182757|9632781|8780727
uniprotkb:Q9GZV9	ChEBI:30616	physical association	reactome:R-HSA-5654578	12419216|9182757
uniprotkb:P19174	ChEBI:30616	physical association	reactome:R-HSA-5654149	10579907
uniprotkb:P29353	ChEBI:30616	physical association	reactome:R-HSA-5654582	7559490|8264585|9045692|18840094
uniprotkb:Q06124	uniprotkb:Q8WU20	physical association	reactome:R-HSA-5654584	9632781|14534538
uniprotkb:Q07889	uniprotkb:P11362	physical association	reactome:R-HSA-5654586	9182757|7559490|11353842|11447289|8780727
uniprotkb:Q06124	ChEBI:30616	physical association	reactome:R-HSA-5654587	18373495|14534538|9299490
uniprotkb:P27986	uniprotkb:Q9UEF7	physical association	reactome:R-HSA-5654592	9182757|9632781|14534538|11353842
uniprotkb:P42336	uniprotkb:P11362	physical association	reactome:R-HSA-5654591	11353842|15863030
uniprotkb:Q8WU20	uniprotkb:P62993	physical association	reactome:R-HSA-5654594	9632781|11353842|9299490|9045692
uniprotkb:P42336	uniprotkb:P62993	physical association	reactome:R-HSA-5654596	11353842|15863030
uniprotkb:Q9UEF7	uniprotkb:P01112	enzymatic reaction	reactome:R-HSA-5654392	8493579
ChEBI:37565	uniprotkb:P01111	physical association	reactome:R-HSA-5654392	8493579
ChEBI:37565	uniprotkb:P01111	physical association	reactome:R-HSA-8941623	17227708|9632781|18452557
uniprotkb:Q07889	uniprotkb:Q9GZV9	physical association	reactome:R-HSA-5654597	9480847|7559490|9045692
uniprotkb:P29353	uniprotkb:P01116	enzymatic reaction	reactome:R-HSA-5654600	8493579
ChEBI:37565	uniprotkb:P01111	physical association	reactome:R-HSA-5654600	8493579
uniprotkb:Q8WU20	uniprotkb:P21802	physical association	reactome:R-HSA-5654399	9660748|18373495|10629055
ChEBI:28815	uniprotkb:O43559	physical association	reactome:R-HSA-5654603	9660748|10629055|19187780|15094036
ChEBI:57836	uniprotkb:P21802	physical association	reactome:R-HSA-5654159	10652257|16844695
uniprotkb:P29353	uniprotkb:P21802	physical association	reactome:R-HSA-5654404	9480847|7559490|9045692|18840094
ChEBI:57836	uniprotkb:P19174	physical association	reactome:R-HSA-5655343	18337450|16091734|10918587|19749790|10652257|19147536|16844695
uniprotkb:Q8WU20	ChEBI:30616	physical association	reactome:R-HSA-5655268	17505008|9857065|18373495|19381019|21711248|20094046|20709759|21666749
uniprotkb:P19174	ChEBI:30616	physical association	reactome:R-HSA-5655301	10579907
uniprotkb:Q8WU20	uniprotkb:P62993	physical association	reactome:R-HSA-5655233	9857065|10918587|21711248|21160078|21666749
uniprotkb:P27986	uniprotkb:Q8WU20	physical association	reactome:R-HSA-5655320	11689702|17505008|18757403|11739186|15448205|14534538|19809159|18381441|21160078|21666749
uniprotkb:P27986	uniprotkb:P42336	physical association	reactome:R-HSA-5655245	11689702|17505008|18757403|11739186|15448205|14534538|21711248
uniprotkb:Q8WU20	uniprotkb:P01112	enzymatic reaction	reactome:R-HSA-5655241	18757403|9857065|19946327|19103595|20179196|21711248|18381441|11429702|21160078|11157491|21666749
ChEBI:37565	uniprotkb:P01116	physical association	reactome:R-HSA-5655241	18757403|9857065|19946327|19103595|20179196|21711248|18381441|11429702|21160078|11157491|21666749
uniprotkb:P21802	ChEBI:30616	physical association	reactome:R-HSA-5654397	9182757|9632781|8780727
uniprotkb:P21802	ChEBI:30616	physical association	reactome:R-HSA-5654605	12419216|9182757
ChEBI:30616	uniprotkb:P21802	physical association	reactome:R-HSA-5654147	10579907
uniprotkb:Q8WU20	ChEBI:30616	physical association	reactome:R-HSA-5654607	18373495|14534538|9299490
uniprotkb:P29353	ChEBI:30616	physical association	reactome:R-HSA-5654407	7559490|8264585|9045692|18840094
uniprotkb:P21802	uniprotkb:Q06124	physical association	reactome:R-HSA-5654608	9632781|14534538
uniprotkb:P27986	uniprotkb:P21802	physical association	reactome:R-HSA-5654612	9182757|9632781|14534538|11353842
uniprotkb:P42336	uniprotkb:P21802	physical association	reactome:R-HSA-5654614	11353842|15863030
ChEBI:37565	uniprotkb:P01116	physical association	reactome:R-HSA-5654618	8493579
uniprotkb:P21802	uniprotkb:P01111	enzymatic reaction	reactome:R-HSA-5654618	8493579
uniprotkb:P27986	uniprotkb:P21802	physical association	reactome:R-HSA-5654620	9632781|11353842|9299490|9045692
uniprotkb:P42336	uniprotkb:Q8WU20	physical association	reactome:R-HSA-5654622	11353842|15863030
ChEBI:37565	uniprotkb:P01116	physical association	reactome:R-HSA-8941618	17227708|9632781|18452557
uniprotkb:P29353	uniprotkb:P62993	physical association	reactome:R-HSA-5654406	9480847|7559490|9045692
uniprotkb:P62993	uniprotkb:P01112	enzymatic reaction	reactome:R-HSA-5654402	8493579
ChEBI:37565	uniprotkb:P01116	physical association	reactome:R-HSA-5654402	8493579
uniprotkb:P21802	uniprotkb:Q07889	physical association	reactome:R-HSA-5654615	9182757|7559490|11353842|11447289|8780727
uniprotkb:P22607	uniprotkb:Q8WU20	physical association	reactome:R-HSA-5654409	9660748|18373495|10629055
uniprotkb:P22607	uniprotkb:O43559	physical association	reactome:R-HSA-5654623	9660748|10629055|19187780|15094036
uniprotkb:P22607	uniprotkb:P19174	physical association	reactome:R-HSA-5654224	10652257|16844695
uniprotkb:P22607	uniprotkb:P29353	physical association	reactome:R-HSA-5654625	9480847|7559490|9045692|18840094
uniprotkb:P22607	ChEBI:30616	physical association	reactome:R-HSA-5654408	9182757|9632781|8780727
uniprotkb:O43559	ChEBI:30616	physical association	reactome:R-HSA-5654628	12419216|9182757
uniprotkb:P22607	ChEBI:30616	physical association	reactome:R-HSA-5654222	10579907
uniprotkb:O43559	ChEBI:30616	physical association	reactome:R-HSA-5654631	18373495|14534538|9299490
uniprotkb:P22607	ChEBI:30616	physical association	reactome:R-HSA-5654634	7559490|8264585|9045692|18840094
ChEBI:28815	uniprotkb:P19174	physical association	reactome:R-HSA-5655244	18337450|16091734|10918587|19749790|10652257|19147536|16844695
uniprotkb:P22607	ChEBI:30616	physical association	reactome:R-HSA-5655243	10579907
uniprotkb:Q8WU20	ChEBI:30616	physical association	reactome:R-HSA-5655270	17505008|25467007|9857065|18373495|19381019|21711248|24588013|20094046|20709759|21666749
uniprotkb:Q8WU20	uniprotkb:Q07889	physical association	reactome:R-HSA-5655295	25467007|9857065|10918587|21711248|24588013|21160078|21666749
uniprotkb:Q8WU20	uniprotkb:P27986	physical association	reactome:R-HSA-5655315	11689702|17505008|25467007|18757403|11739186|15448205|14534538|19809159|24588013|18381441|21160078|21666749
uniprotkb:P42336	uniprotkb:P27986	physical association	reactome:R-HSA-5655285	25467007|21711248|24588013
ChEBI:37565	uniprotkb:P01112	physical association	reactome:R-HSA-5655277	18757403|9857065|19946327|19103595|20179196|21711248|18381441|11429702|21160078|11157491|21666749
uniprotkb:Q8WU20	uniprotkb:P01116	enzymatic reaction	reactome:R-HSA-5655277	18757403|9857065|19946327|19103595|20179196|21711248|18381441|11429702|21160078|11157491|21666749
uniprotkb:P22607	uniprotkb:Q06124	physical association	reactome:R-HSA-5654633	9632781|14534538
uniprotkb:Q13480	ChEBI:28815	physical association	reactome:R-HSA-5654637	9182757|9632781|14534538|11353842
uniprotkb:P42336	uniprotkb:P27986	physical association	reactome:R-HSA-5654640	11353842|15863030
uniprotkb:P62993	uniprotkb:P01111	enzymatic reaction	reactome:R-HSA-5654413	8493579
ChEBI:37565	uniprotkb:P01116	physical association	reactome:R-HSA-5654413	8493579
uniprotkb:Q13480	uniprotkb:P22607	physical association	reactome:R-HSA-5654641	9632781|11353842|9299490|9045692
uniprotkb:Q13480	uniprotkb:P42336	physical association	reactome:R-HSA-5654643	11353842|15863030
ChEBI:37565	uniprotkb:P01111	physical association	reactome:R-HSA-8941628	17227708|9632781|18452557
uniprotkb:P29353	uniprotkb:Q07889	physical association	reactome:R-HSA-5654646	9480847|7559490|9045692
uniprotkb:P29353	uniprotkb:P01111	enzymatic reaction	reactome:R-HSA-5654647	8493579
ChEBI:37565	uniprotkb:P01116	physical association	reactome:R-HSA-5654647	8493579
uniprotkb:Q8WU20	uniprotkb:P62993	physical association	reactome:R-HSA-5654416	9182757|7559490|11353842|11447289|8780727
uniprotkb:Q8WU20	uniprotkb:O95750	physical association	reactome:R-HSA-5654422	9660748|18373495|10629055
ChEBI:28815	uniprotkb:O43559	physical association	reactome:R-HSA-5654651	9660748|10629055|19187780|15094036
ChEBI:57836	uniprotkb:Q86Z14	physical association	reactome:R-HSA-5654163	10652257|16844695
uniprotkb:P29353	uniprotkb:Q86Z14	physical association	reactome:R-HSA-5654425	9480847|7559490|9045692|18840094
uniprotkb:P22455	uniprotkb:Q8WU20	physical association	reactome:R-HSA-5655351	18373495|19103595|19381019|18552176|21160078|20709759|21666749
ChEBI:57836	uniprotkb:P22455	physical association	reactome:R-HSA-5655313	18337450|16091734|10918587|19749790|10652257|19147536|16844695
uniprotkb:P22455	ChEBI:30616	physical association	reactome:R-HSA-5655284	17505008|9857065|18373495|19381019|21711248|20094046|20709759|21666749
uniprotkb:P22455	ChEBI:30616	physical association	reactome:R-HSA-5655341	10579907
uniprotkb:Q8WU20	uniprotkb:Q07889	physical association	reactome:R-HSA-5655348	9857065|10918587|21711248|21160078|21666749
uniprotkb:P27986	uniprotkb:P22455	physical association	reactome:R-HSA-5655248	11689702|17505008|18757403|11739186|15448205|14534538|19809159|18381441|21160078|21666749
uniprotkb:P42336	uniprotkb:P22455	physical association	reactome:R-HSA-5655252	11689702|17505008|18757403|11739186|15448205|14534538|21711248
uniprotkb:P22455	uniprotkb:P01116	enzymatic reaction	reactome:R-HSA-5655347	18757403|9857065|19946327|19103595|20179196|21711248|18381441|11429702|21160078|11157491|21666749
ChEBI:37565	uniprotkb:P01116	physical association	reactome:R-HSA-5655347	18757403|9857065|19946327|19103595|20179196|21711248|18381441|11429702|21160078|11157491|21666749
uniprotkb:Q8WU20	ChEBI:30616	physical association	reactome:R-HSA-5654418	9182757|9632781|8780727
ChEBI:30616	uniprotkb:P22455	physical association	reactome:R-HSA-5654653	12419216|9182757
uniprotkb:P22455	ChEBI:30616	physical association	reactome:R-HSA-5654151	10579907
uniprotkb:Q8WU20	ChEBI:30616	physical association	reactome:R-HSA-5654655	18373495|14534538|9299490
uniprotkb:O95750	ChEBI:30616	physical association	reactome:R-HSA-5654428	7559490|8264585|9045692|18840094
uniprotkb:Q86Z14	uniprotkb:Q06124	physical association	reactome:R-HSA-5654658	9632781|14534538
uniprotkb:Q8WU20	uniprotkb:Q07889	physical association	reactome:R-HSA-5654664	9182757|7559490|11353842|11447289|8780727
uniprotkb:P62993	uniprotkb:Q86Z14	physical association	reactome:R-HSA-5654659	9182757|9632781|14534538|11353842
uniprotkb:P42336	uniprotkb:Q8WU20	physical association	reactome:R-HSA-5654662	11353842|15863030
uniprotkb:P22455	uniprotkb:P01116	enzymatic reaction	reactome:R-HSA-5654663	8493579
ChEBI:37565	uniprotkb:P01112	physical association	reactome:R-HSA-5654663	8493579
uniprotkb:Q13480	uniprotkb:Q86Z14	physical association	reactome:R-HSA-5654667	9632781|11353842|9299490|9045692
uniprotkb:P42336	uniprotkb:P62993	physical association	reactome:R-HSA-5654669	11353842|15863030
ChEBI:37565	uniprotkb:P01116	physical association	reactome:R-HSA-8941613	17227708|9632781|18452557
ChEBI:28815	uniprotkb:P62993	physical association	reactome:R-HSA-5654423	9480847|7559490|9045692
uniprotkb:Q86Z14	uniprotkb:P01111	enzymatic reaction	reactome:R-HSA-5654426	8493579
ChEBI:37565	uniprotkb:P01111	physical association	reactome:R-HSA-5654426	8493579
uniprotkb:P63261	uniprotkb:P60709	physical association	reactome:R-HSA-5665767	15507212|23222643|22275430|24914801|21576392|22094460|16439214
uniprotkb:O14920	uniprotkb:P25963	enzymatic reaction	reactome:R-HSA-1168638	9315679|9135156|9721103|9914500|10593898
uniprotkb:P19838	ChEBI:30616	physical association	reactome:R-HSA-1168638	9315679|9135156|9721103|9914500|10593898
uniprotkb:P23458	uniprotkb:P04049	physical association	reactome:R-HSA-9732729	9446616
uniprotkb:P45983	uniprotkb:P05412	enzymatic reaction	reactome:R-HSA-9673789	18793328|10871633
ChEBI:30616	uniprotkb:P05412	physical association	reactome:R-HSA-9673789	18793328|10871633
uniprotkb:P45983	uniprotkb:P05412	enzymatic reaction	reactome:R-HSA-168136	18793328|10871633
ChEBI:30616	uniprotkb:P05412	physical association	reactome:R-HSA-168136	18793328|10871633
uniprotkb:P36507	ChEBI:30616	physical association	reactome:R-HSA-6802910	25907612|12068308|16364920|15035987
ChEBI:30616	uniprotkb:P15056	physical association	reactome:R-HSA-6802918	25907612|20130576|20141835|16364920|25435214|15035987|20179705
uniprotkb:P27361	ChEBI:30616	physical association	reactome:R-HSA-6802921	25907612|22510884|23352452|15035987
ChEBI:30616	uniprotkb:P15056	physical association	reactome:R-HSA-6802922	18562239|24121058|24651010
uniprotkb:P28482	uniprotkb:P04049	enzymatic reaction	reactome:R-HSA-5675194	15664191|20674547
uniprotkb:P04049	ChEBI:30616	physical association	reactome:R-HSA-5675194	15664191|20674547
uniprotkb:P27361	uniprotkb:P15056	enzymatic reaction	reactome:R-HSA-5675198	16508002|14654779|19933846
uniprotkb:P15056	ChEBI:30616	physical association	reactome:R-HSA-5675198	16508002|14654779|19933846
uniprotkb:P27361	uniprotkb:P36507	enzymatic reaction	reactome:R-HSA-5674496	19219045|10567369|8013650
uniprotkb:Q02750	ChEBI:30616	physical association	reactome:R-HSA-5674496	19219045|10567369|8013650
uniprotkb:Q13480	uniprotkb:P14210	physical association	reactome:R-HSA-8851908	10871282|12766170
uniprotkb:P14210	uniprotkb:P62993	physical association	reactome:R-HSA-8851919	10871282|8906793|12766170
uniprotkb:P08581	uniprotkb:Q07889	physical association	reactome:R-HSA-8851859	14684163|12147692
uniprotkb:P08581	uniprotkb:P62993	physical association	reactome:R-HSA-8851804	9070211|9038378|7708691|7513258|8703035
uniprotkb:O43353	uniprotkb:Q9Y239	physical association	reactome:R-HSA-168405	10329646|11087742|10224040
ChEBI:59271	uniprotkb:Q9Y239	physical association	reactome:R-HSA-622310	10329646
uniprotkb:Q9HC29	ChEBI:59414	physical association	reactome:R-HSA-708349	17303577
uniprotkb:P23560	uniprotkb:Q15078	physical association	reactome:R-HSA-9032841	24243840
uniprotkb:Q8WU20	uniprotkb:P34130	physical association	reactome:R-HSA-9028730	24470253
uniprotkb:O43559	uniprotkb:Q16620	physical association	reactome:R-HSA-9032402	24243840
uniprotkb:P23560	uniprotkb:P06241	physical association	reactome:R-HSA-9032502	24243840
uniprotkb:P27986	uniprotkb:Q16288	physical association	reactome:R-HSA-9603407	24243840
uniprotkb:P20783	uniprotkb:P19174	physical association	reactome:R-HSA-9034796	24243840
uniprotkb:P29353	uniprotkb:Q16288	physical association	reactome:R-HSA-9034862	24243840
uniprotkb:P20783	uniprotkb:P12931	physical association	reactome:R-HSA-9603419	17991742
uniprotkb:P12931	ChEBI:30616	physical association	reactome:R-HSA-9603420	17991742
uniprotkb:Q63604	uniprotkb:Q03114	physical association	reactome:R-NUL-9032908	17341134
uniprotkb:P23560	uniprotkb:O43559	physical association	reactome:R-NUL-9032399	16697063|11432792
uniprotkb:P23560	uniprotkb:Q62844	physical association	reactome:R-NUL-9032516	9648856
uniprotkb:Q03351	uniprotkb:P42337	physical association	reactome:R-NUL-9603412	10486198
uniprotkb:P20783	uniprotkb:Q62077	physical association	reactome:R-NUL-9034794	10486198|11520916
uniprotkb:P20783	uniprotkb:P98083	physical association	reactome:R-NUL-9034884	10486198
ChEBI:456216	uniprotkb:P29992	physical association	reactome:R-HSA-418581	8733591
uniprotkb:P04899	ChEBI:456216	physical association	reactome:R-HSA-392187	11196645
ChEBI:29108	uniprotkb:P29353	enzymatic reaction	reactome:R-HSA-8934446	7929214|12052829
uniprotkb:P29353	ChEBI:30616	physical association	reactome:R-HSA-8934446	7929214|12052829
uniprotkb:P37231	reactome:R-HSA-5632949	physical association	reactome:R-HSA-8944099	11378386
uniprotkb:P46527	uniprotkb:Q13882	physical association	reactome:R-HSA-8848414	25733683|18719096
uniprotkb:Q13882	uniprotkb:Q9UGK3	physical association	reactome:R-HSA-8848023	19393627
uniprotkb:Q86UP2	ChEBI:37565	physical association	reactome:R-HSA-5625959	9822636|11933159|8912005|7787244|11689693|8769096
uniprotkb:P61586	uniprotkb:P24844	enzymatic reaction	reactome:R-HSA-3928616	24243840
uniprotkb:Q7Z406	ChEBI:30616	physical association	reactome:R-HSA-3928616	24243840
uniprotkb:O15111	ChEBI:30616	physical association	reactome:R-HSA-168184	11460167|14514672|17047224|17496917|20300203|9744859
uniprotkb:O43318	uniprotkb:Q9Y6K9	enzymatic reaction	reactome:R-HSA-168184	11460167|14514672|17047224|17496917|20300203|9744859
uniprotkb:O43318	uniprotkb:P45985	enzymatic reaction	reactome:R-HSA-450337	15837794|8533096|16186825
uniprotkb:P45985	ChEBI:30616	physical association	reactome:R-HSA-450337	15837794|8533096|16186825
uniprotkb:O60603	uniprotkb:P58753	physical association	reactome:R-HSA-2201316	17726518|12447441|12447442|19592497
